"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family","Scientific Name"
"RHINI","SEROA2","Sedum roseum (L.) Scop. var. alaskanum (Rose) A. Berger, orth. var.","","Crassulaceae","Sedum roseum var. alaskanum orth. var."
"RHINI","SEROF2","Sedum roseum (L.) Scop. var. frigidum (Rydb.) Hultén, orth. var.","","Crassulaceae","Sedum roseum var. frigidum orth. var."
"RHINI","SEROI5","Sedum roseum (L.) Scop. var. integrifolium (Raf.) A. Berger, orth. var.","","Crassulaceae","Sedum roseum var. integrifolium orth. var."
"RHINI","TOIN3","Tolmachevia integrifolia (Raf.) Á. Löve & D. Löve","","Crassulaceae","Tolmachevia integrifolia"
"RHMA3","","Rhododendron macrophyllum D. Don ex G. Don","Pacific rhododendron","Ericaceae","Rhododendron macrophyllum"
"RHMA3","RHCA19","Rhododendron californicum Hook.","","Ericaceae","Rhododendron californicum"
"RHMI13","","Rhinanthus minor L.","little yellow rattle","Scrophulariaceae","Rhinanthus minor"
"RHMIG","","Rhinanthus minor L. ssp. groenlandicus (Ostenf.) L. Neum.","arctic rattlebox","Scrophulariaceae","Rhinanthus minor ssp. groenlandicus"
"RHMIG","RHAR2","Rhinanthus arcticus (Sterneck) Pennell","","Scrophulariaceae","Rhinanthus arcticus"
"RHMIG","RHBO3","Rhinanthus borealis (Sterneck) Druce","","Scrophulariaceae","Rhinanthus borealis"
"RHMIG","RHGR4","Rhinanthus groenlandicus (Ostenf.) Chabert","","Scrophulariaceae","Rhinanthus groenlandicus"
"RHMIG","RHMIB","Rhinanthus minor L. ssp. borealis (Sterneck) Á. Löve","","Scrophulariaceae","Rhinanthus minor ssp. borealis"
"RHMIM","","Rhinanthus minor L. ssp. minor","cockscomb rhinanthus","Scrophulariaceae","Rhinanthus minor ssp. minor"
"RHMIM","RHBOK","Rhinanthus borealis (Sterneck) Druce ssp. kyrolliae (Chabert) Pennell","","Scrophulariaceae","Rhinanthus borealis ssp. kyrolliae"
"RHMIM","RHCR2","Rhinanthus crista-galli L. p.p.","","Scrophulariaceae","Rhinanthus crista-galli p.p."
"RHMIM","RHCRF","Rhinanthus crista-galli L. var. fallax (Wimm. & Grab.) Druce","","Scrophulariaceae","Rhinanthus crista-galli var. fallax"
"RHMIM","RHKY","Rhinanthus kyrolliae Chabert","","Scrophulariaceae","Rhinanthus kyrolliae"
"RHMIM","RHRI2","Rhinanthus rigidus Chabert","","Scrophulariaceae","Rhinanthus rigidus"
"RHMIM","RHST6","Rhinanthus stenophyllus (Schur) Schinz & Thell.","","Scrophulariaceae","Rhinanthus stenophyllus"
"RHODI","","Rhodiola L.","stonecrop","Crassulaceae","Rhodiola"
"RHODO","","Rhododendron L.","rhododendron","Ericaceae","Rhododendron"
"RHTR","","Rhus trilobata Nutt.","skunkbush sumac","Anacardiaceae","Rhus trilobata"
"RHTRT","","Rhus trilobata Nutt. var. trilobata","skunkbush sumac","Anacardiaceae","Rhus trilobata var. trilobata"
"RHTRT","RHARF2","Rhus aromatica Aiton ssp. flabelliformis (Shinners) R.E. Brooks","","Anacardiaceae","Rhus aromatica ssp. flabelliformis"
"RHTRT","RHART","Rhus aromatica Aiton ssp. trilobata (Nutt.) W.A. Weber","","Anacardiaceae","Rhus aromatica ssp. trilobata"
"RHTRT","RHARF","Rhus aromatica Aiton var. flabelliformis Shinners","","Anacardiaceae","Rhus aromatica var. flabelliformis"
"RHTRT","RHART2","Rhus aromatica Aiton var. trilobata (Nutt.) A. Gray ex S. Watson","","Anacardiaceae","Rhus aromatica var. trilobata"
"RHTRT","SCTR4","Schmaltzia trilobata (Nutt.) Small","","Anacardiaceae","Schmaltzia trilobata"
"RHUS","","Rhus L.","sumac","Anacardiaceae","Rhus"
"RHYNC3","","Rhynchospora Vahl","beaksedge","Cyperaceae","Rhynchospora"
"RHYNC3","RAYMO","Raymondiella B. Boivin, nom. inval.","","Cyperaceae","Raymondiella nom. inval."
"RIAC","","Ribes acerifolium Howell","mapleleaf currant","Grossulariaceae","Ribes acerifolium"
"RIAC","RIHO2","Ribes howellii Greene","","Grossulariaceae","Ribes howellii"
"RIAU","","Ribes aureum Pursh","golden currant","Grossulariaceae","Ribes aureum"
"RIAUA","","Ribes aureum Pursh var. aureum","golden currant","Grossulariaceae","Ribes aureum var. aureum"
"RIAUA","CHAU3","Chrysobotrya aurea (Pursh) Rydb.","","Grossulariaceae","Chrysobotrya aurea"
"RIBES","","Ribes L.","currant","Grossulariaceae","Ribes"
"RIBR","","Ribes bracteosum Douglas ex Hook.","stink currant","Grossulariaceae","Ribes bracteosum"
"RICE","","Ribes cereum Douglas","wax currant","Grossulariaceae","Ribes cereum"
"RICEC","","Ribes cereum Douglas var. colubrinum C.L. Hitchc.","wax currant","Grossulariaceae","Ribes cereum var. colubrinum"
"RICEC2","","Ribes cereum Douglas var. cereum","wax currant","Grossulariaceae","Ribes cereum var. cereum"
"RICEC2","RIRE","Ribes reniforme Nutt.","","Grossulariaceae","Ribes reniforme"
"RICEC2","RIVI4","Ribes viscidulum A. Berger","","Grossulariaceae","Ribes viscidulum"
"RIDI","","Ribes divaricatum Douglas","spreading gooseberry","Grossulariaceae","Ribes divaricatum"
"RIDID","","Ribes divaricatum Douglas var. divaricatum","coastal black gooseberry","Grossulariaceae","Ribes divaricatum var. divaricatum"
"RIDID","GRDI2","Grossularia divaricata (Douglas) Coville & Britton","","Grossulariaceae","Grossularia divaricata"
"RIDID","RIDIG","Ribes divaricatum Douglas var. glabriflorum Koehne","","Grossulariaceae","Ribes divaricatum var. glabriflorum"
"RIDID","RIDIR","Ribes divaricatum Douglas var. rigidum M. Peck","","Grossulariaceae","Ribes divaricatum var. rigidum"
"RIDID","RISU","Ribes suksdorfii A. Heller","","Grossulariaceae","Ribes suksdorfii"
"RIGIO","","Rigiopappus A. Gray","rigiopappus","Asteraceae","Rigiopappus"
"RIHU","","Ribes hudsonianum Richardson","northern black currant","Grossulariaceae","Ribes hudsonianum"
"RIHUH","","Ribes hudsonianum Richardson var. hudsonianum","Hudson Bay currant","Grossulariaceae","Ribes hudsonianum var. hudsonianum"
"RIHUP","","Ribes hudsonianum Richardson var. petiolare (Douglas) Jancz.","western black currant","Grossulariaceae","Ribes hudsonianum var. petiolare"
"RIHUP","RIPE2","Ribes petiolare Douglas","","Grossulariaceae","Ribes petiolare"
"RIIN2","","Ribes inerme Rydb.","whitestem gooseberry","Grossulariaceae","Ribes inerme"
"RIINI","","Ribes inerme Rydb. var. inerme","whitestem gooseberry","Grossulariaceae","Ribes inerme var. inerme"
"RIINI","GRIN3","Grossularia inermis (Rydb.) Coville & Britton","","Grossulariaceae","Grossularia inermis"
"RIINI","GRINP","Grossularia inermis (Rydb.) Coville & Britton var. pubescens A. Berger","","Grossulariaceae","Grossularia inermis var. pubescens"
"RIINI","RIDII","Ribes divaricatum Douglas var. inerme (Rydb.) McMinn","","Grossulariaceae","Ribes divaricatum var. inerme"
"RIINI","RIINS","Ribes inerme Rydb. var. subarmatum M. Peck","","Grossulariaceae","Ribes inerme var. subarmatum"
"RIINI","RIVA","Ribes valicola Greene ex Rydb.","","Grossulariaceae","Ribes valicola"
"RILA","","Ribes lacustre (Pers.) Poir.","prickly currant","Grossulariaceae","Ribes lacustre"
"RILA","LILA9","Limnobotrya lacustris (Pers.) Rydb.","","Grossulariaceae","Limnobotrya lacustris"
"RILA","RILAP","Ribes lacustre (Pers.) Poir. var. parvulum A. Gray","","Grossulariaceae","Ribes lacustre var. parvulum"
"RILA","RIOXL","Ribes oxycanthoides L. var. lacustre Pers.","","Grossulariaceae","Ribes oxycanthoides var. lacustre"
"RILA3","","Ribes laxiflorum Pursh","trailing black currant","Grossulariaceae","Ribes laxiflorum"
"RILA3","RICO2","Ribes coloradense Coville","","Grossulariaceae","Ribes coloradense"
"RILE2","","Rigiopappus leptocladus A. Gray","wireweed","Asteraceae","Rigiopappus leptocladus"
"RILO","","Ribes lobbii A. Gray","gummy gooseberry","Grossulariaceae","Ribes lobbii"
"RILO","GRLO","Grossularia lobbii (A. Gray) Coville & Britton","","Grossulariaceae","Grossularia lobbii"
"RIMO2","","Ribes montigenum McClatchie","gooseberry currant","Grossulariaceae","Ribes montigenum"
"RIMO2","LIMO5","Limnobotrya montigena (McClatchie) Rydb.","","Grossulariaceae","Limnobotrya montigena"
"RIMO2","RILAM","Ribes lacustre (Pers.) Poir. var. molle A. Gray","","Grossulariaceae","Ribes lacustre var. molle"
"RIMO2","RILE3","Ribes lentum (M.E. Jones) Coville & Rose","","Grossulariaceae","Ribes lentum"
"RIMO2","RINU","Ribes nubigenum McClatchie","","Grossulariaceae","Ribes nubigenum"
"RINI2","","Ribes niveum Lindl.","snow currant","Grossulariaceae","Ribes niveum"
"RIOX","","Ribes oxyacanthoides L.","Canadian gooseberry","Grossulariaceae","Ribes oxyacanthoides"
"RIOXC","","Ribes oxyacanthoides L. ssp. cognatum (Greene) Sinnott","stream currant","Grossulariaceae","Ribes oxyacanthoides ssp. cognatum"
"RIOXC","GRCO3","Grossularia cognata (Greene) Coville & Britton","","Grossulariaceae","Grossularia cognata"
"RIOXC","RICO","Ribes cognatum Greene","","Grossulariaceae","Ribes cognatum"
"RIOXI","","Ribes oxyacanthoides L. ssp. irriguum (Douglas) Sinnott","Idaho gooseberry","Grossulariaceae","Ribes oxyacanthoides ssp. irriguum"
"RIOXI","GRIR","Grossularia irrigua (Douglas) Coville & Britton","","Grossulariaceae","Grossularia irrigua"
"RIOXI","GRNO","Grossularia nonscripta A. Berger","","Grossulariaceae","Grossularia nonscripta"
"RIOXI","RIDII2","Ribes divaricatum Douglas var. irriguum (Douglas) A. Gray","","Grossulariaceae","Ribes divaricatum var. irriguum"
"RIOXI","RIIR","Ribes irriguum Douglas","","Grossulariaceae","Ribes irriguum"
"RIOXI","RILE4","Ribes leucoderme A. Heller","","Grossulariaceae","Ribes leucoderme"
"RIOXI","RINO","Ribes nonscripta (A. Berger) Standl.","","Grossulariaceae","Ribes nonscripta"
"RIOXI","RIOXI2","Ribes oxyacanthoides L. var. irriguum (Douglas) Jancz.","","Grossulariaceae","Ribes oxyacanthoides var. irriguum"
"RIOXI","RIOXL2","Ribes oxyacanthoides L. var. leucoderme (A. Heller) Jancz.","","Grossulariaceae","Ribes oxyacanthoides var. leucoderme"
"RIRU80","","Ribes rubrum L.","cultivated currant","Grossulariaceae","Ribes rubrum"
"RIRU80","RISA2","Ribes sativum Syme","","Grossulariaceae","Ribes sativum"
"RIRU80","RISY","Ribes sylvestre (Lam.) Mert. & W.D.J. Koch","","Grossulariaceae","Ribes sylvestre"
"RIRU80","RIVU","Ribes vulgare Lam.","","Grossulariaceae","Ribes vulgare"
"RISA","","Ribes sanguineum Pursh","redflower currant","Grossulariaceae","Ribes sanguineum"
"RISAS","","Ribes sanguineum Pursh var. sanguineum","redflower currant","Grossulariaceae","Ribes sanguineum var. sanguineum"
"RITR","","Ribes triste Pall.","red currant","Grossulariaceae","Ribes triste"
"RITR","RIRUA","Ribes rubrum L. var. alaskanum (A. Berger) B. Boivin","","Grossulariaceae","Ribes rubrum var. alaskanum"
"RITR","RIRUP","Ribes rubrum L. var. propinquum (Turcz.) Trautv. & C.A. Mey.","","Grossulariaceae","Ribes rubrum var. propinquum"
"RITR","RITRA","Ribes triste Pall. var. albinervium (Michx.) Fernald","","Grossulariaceae","Ribes triste var. albinervium"
"RIVE","","Ribes velutinum Greene","desert gooseberry","Grossulariaceae","Ribes velutinum"
"RIVEG","","Ribes velutinum Greene var. gooddingii (M. Peck) C.L. Hitchc.","Gooding's gooseberry","Grossulariaceae","Ribes velutinum var. gooddingii"
"RIVEG","RIGO","Ribes gooddingii M. Peck","","Grossulariaceae","Ribes gooddingii"
"RIVI3","","Ribes viscosissimum Pursh","sticky currant","Grossulariaceae","Ribes viscosissimum"
"RIVI3","RIVIH","Ribes viscosissimum Pursh var. hallii (Jancz.) Jancz.","","Grossulariaceae","Ribes viscosissimum var. hallii"
"RIWA","","Ribes watsonianum Koehne","spring gooseberry","Grossulariaceae","Ribes watsonianum"
"RIWA","GRWA","Grossularia watsoniana (Koehne) Coville & Britton","","Grossulariaceae","Grossularia watsoniana"
"RIWO","","Ribes wolfii Rothr.","Wolf's currant","Grossulariaceae","Ribes wolfii"
"RIWO","RIMO3","Ribes mogollonicum Greene","","Grossulariaceae","Ribes mogollonicum"
"ROAU","","Rorippa austriaca (Crantz) Besser","Austrian yellowcress","Brassicaceae","Rorippa austriaca"
"ROAU","NAAU","Nasturtium austriacum Crantz","","Brassicaceae","Nasturtium austriacum"
"ROBIN","","Robinia L.","locust","Fabaceae","Robinia"
"ROCA3","","Rosa canina L.","dog rose","Rosaceae","Rosa canina"
"ROCA3","ROCO4","Rosa corymbifera Borkh.","","Rosaceae","Rosa corymbifera"
"ROCO3","","Rorippa columbiae (Suksd. ex B.L. Rob.) Suksd. ex Howell","Columbian yellowcress","Brassicaceae","Rorippa columbiae"
"ROCO3","NASIC","Nasturtium sinuatum Nutt. var. columbiae Suksd. ex B.L. Rob.","","Brassicaceae","Nasturtium sinuatum var. columbiae"
"ROCO3","ROCAC2","Rorippa calycina (Engelm.) Rydb. var. columbiae (Suksd. ex B.L. Rob.) Rollins","","Brassicaceae","Rorippa calycina var. columbiae"
"ROCU","","Rorippa curvisiliqua (Hook.) Besser ex Britton","curvepod yellowcress","Brassicaceae","Rorippa curvisiliqua"
"ROCU2","","Rorippa curvipes Greene","bluntleaf yellowcress","Brassicaceae","Rorippa curvipes"
"ROCUC","","Rorippa curvipes Greene var. curvipes","bluntleaf yellowcress","Brassicaceae","Rorippa curvipes var. curvipes"
"ROCUC2","","Rorippa curvisiliqua (Hook.) Besser ex Britton var. curvisiliqua","curvepod yellowcress","Brassicaceae","Rorippa curvisiliqua var. curvisiliqua"
"ROCUC2","NACU","Nasturtium curvisiliqua (Hook.) Nutt. ex Torr. & A. Gray","","Brassicaceae","Nasturtium curvisiliqua"
"ROCUC2","RACU","Radicula curvisiliqua (Hook.) Greene","","Brassicaceae","Radicula curvisiliqua"
"ROCUC2","SICU5","Sisymbrium curvisiliqua Hook.","","Brassicaceae","Sisymbrium curvisiliqua"
"ROCUL","","Rorippa curvisiliqua (Hook.) Besser ex Britton var. lyrata (Nutt.) M. Peck ex C.L. Hitchc.","lyrateleaf yellowcress","Brassicaceae","Rorippa curvisiliqua var. lyrata"
"ROCUL","NALY","Nasturtium lyratum Nutt.","","Brassicaceae","Nasturtium lyratum"
"ROCUL","ROLY2","Rorippa lyrata (Nutt.) Greene","","Brassicaceae","Rorippa lyrata"
"ROCUN","","Rorippa curvisiliqua (Hook.) Besser ex Britton var. nuttallii (S. Watson) R. Stuckey","Nuttall's yellowcress","Brassicaceae","Rorippa curvisiliqua var. nuttallii"
"ROCUN","NACUN","Nasturtium curvisiliqua (Hook.) Nutt. ex Torr. & A. Gray var. nuttallii S. Watson","","Brassicaceae","Nasturtium curvisiliqua var. nuttallii"
"ROCUO2","","Rorippa curvisiliqua (Hook.) Besser ex Britton var. orientalis R. Stuckey","Oriental yellowcress","Brassicaceae","Rorippa curvisiliqua var. orientalis"
"ROCUP","","Rorippa curvisiliqua (Hook.) Besser ex Britton var. procumbens R. Stuckey","curvepod yellowcress","Brassicaceae","Rorippa curvisiliqua var. procumbens"
"ROCUT","","Rorippa curvipes Greene var. truncata (Jeps.) Rollins","bluntleaf yellowcress","Brassicaceae","Rorippa curvipes var. truncata"
"ROCUT","RASIT","Radicula sinuata (Nutt.) Greene var. truncata Jeps.","","Brassicaceae","Radicula sinuata var. truncata"
"ROCUT","ROCUI","Rorippa curvipes Greene var. integra (Rydb.) R. Stuckey","","Brassicaceae","Rorippa curvipes var. integra"
"ROCUT","ROOBI","Rorippa obtusa (Nutt.) Britton var. integra (Rydb.) Vict.","","Brassicaceae","Rorippa obtusa var. integra"
"ROCUT","ROTE5","Rorippa teres auct. non (Michx.) R. Stuckey","","Brassicaceae","Rorippa teres"
"ROCUT","ROTR3","Rorippa truncata (Jeps.) R. Stuckey","","Brassicaceae","Rorippa truncata"
"ROGY","","Rosa gymnocarpa Nutt.","dwarf rose","Rosaceae","Rosa gymnocarpa"
"ROGYG","","Rosa gymnocarpa Nutt. var. gymnocarpa","dwarf rose","Rosaceae","Rosa gymnocarpa var. gymnocarpa"
"ROHI","","Robinia hispida L.","bristly locust","Fabaceae","Robinia hispida"
"ROHIH","","Robinia hispida L. var. hispida","bristly locust","Fabaceae","Robinia hispida var. hispida"
"ROHIH","ROGR3","Robinia grandiflora auct. non Ashe nec L. nec C.K. Schneid.","","Fabaceae","Robinia grandiflora nec nec"
"ROHIH","ROPA5","Robinia pallida Ashe","","Fabaceae","Robinia pallida"
"ROHIH","ROSP5","Robinia speciosa Ashe","","Fabaceae","Robinia speciosa"
"ROMAN","","Romanzoffia Cham.","mistmaiden","Hydrophyllaceae","Romanzoffia"
"ROMI","","Rosa micrantha Borrer ex Sm.","smallflower sweetbrier","Rosaceae","Rosa micrantha"
"ROMU","","Rosa multiflora Thunb.","multiflora rose","Rosaceae","Rosa multiflora"
"ROMU","ROCA9","Rosa cathayensis (Rehder & Wilson) L.H. Bailey","","Rosaceae","Rosa cathayensis"
"ROMU","ROMUW","Rosa multiflora Thunb. f. watsoniana (Crép.) Matsum.","","Rosaceae","Rosa multiflora f. watsoniana"
"ROMU","ROWA4","Rosa watsoniana Crép.","","Rosaceae","Rosa watsoniana"
"RONU","","Rosa nutkana C. Presl","Nootka rose","Rosaceae","Rosa nutkana"
"RONUH","","Rosa nutkana C. Presl var. hispida Fernald","bristly Nootka rose","Rosaceae","Rosa nutkana var. hispida"
"RONUH","ROAN3","Rosa anatonensis H. St. John","","Rosaceae","Rosa anatonensis"
"RONUH","ROCA10","Rosa caeruleimontana H. St. John","","Rosaceae","Rosa caeruleimontana"
"RONUH","ROJO2","Rosa jonesii H. St. John","","Rosaceae","Rosa jonesii"
"RONUH","ROMA4","Rosa macdougalii Holz.","","Rosaceae","Rosa macdougalii"
"RONUH","ROME","Rosa megalantha G.N. Jones","","Rosaceae","Rosa megalantha"
"RONUH","ROSP7","Rosa spaldingii Crép.","","Rosaceae","Rosa spaldingii"
"RONUH","ROSPA","Rosa spaldingii Crép. var. alta (Suksd.) G.N. Jones","","Rosaceae","Rosa spaldingii var. alta"
"RONUH","ROSPH","Rosa spaldingii Crép. var. hispida (Fernald) G.N. Jones","","Rosaceae","Rosa spaldingii var. hispida"
"RONUH","ROSPP","Rosa spaldingii Crép. var. parkeri (S. Watson) H. St. John","","Rosaceae","Rosa spaldingii var. parkeri"
"RONUM","","Rosa nutkana C. Presl var. muriculata (Greene) G.N. Jones","Nootka rose","Rosaceae","Rosa nutkana var. muriculata"
"RONUM","ROMU7","Rosa muriculata Greene","","Rosaceae","Rosa muriculata"
"RONUN","","Rosa nutkana C. Presl var. nutkana","Nootka rose","Rosaceae","Rosa nutkana var. nutkana"
"RONUN","RODU3","Rosa durandii Crép.","","Rosaceae","Rosa durandii"
"RONUS","","Rosa nutkana C. Presl var. setosa G.N. Jones","Nootka rose","Rosaceae","Rosa nutkana var. setosa"
"ROPA2","","Rorippa palustris (L.) Besser","bog yellowcress","Brassicaceae","Rorippa palustris"
"ROPAF2","","Rorippa palustris (L.) Besser ssp. fernaldiana (Butters & Abbe) Jonsell","Fernald's yellowcress","Brassicaceae","Rorippa palustris ssp. fernaldiana"
"ROPAF2","ROHIG","Rorippa hispida (Desv.) Britton var. glabrata Lunell","","Brassicaceae","Rorippa hispida var. glabrata"
"ROPAF2","ROISF3","Rorippa islandica (Oeder) Borbás ssp. fernaldiana (Butters & Abbe) Hultén","","Brassicaceae","Rorippa islandica ssp. fernaldiana"
"ROPAF2","ROISF2","Rorippa islandica (Oeder) Borbás var. fernaldiana Butters & Abbe","","Brassicaceae","Rorippa islandica var. fernaldiana"
"ROPAF2","ROISG","Rorippa islandica (Oeder) Borbás var. glabra (O.E. Schulz) S.L. Welsh & Reveal","","Brassicaceae","Rorippa islandica var. glabra"
"ROPAF2","ROISG2","Rorippa islandica (Oeder) Borbás var. glabrata (Lunell) Butters & Abbe","","Brassicaceae","Rorippa islandica var. glabrata"
"ROPAF2","ROPAG","Rorippa palustris (L.) Besser ssp. glabra (O.E. Schulz) R. Stuckey","","Brassicaceae","Rorippa palustris ssp. glabra"
"ROPAF2","ROPAC3","Rorippa palustris (L.) Besser var. cernua (Nutt.) R. Stuckey","","Brassicaceae","Rorippa palustris var. cernua"
"ROPAF2","ROPAD2","Rorippa palustris (L.) Besser var. dictyota (Greene) R. Stuckey","","Brassicaceae","Rorippa palustris var. dictyota"
"ROPAF2","ROPAG3","Rorippa palustris (L.) Besser var. glabra (O.E. Schulz) R. Stuckey","","Brassicaceae","Rorippa palustris var. glabra"
"ROPAF2","ROPAG4","Rorippa palustris (L.) Besser var. glabrata (Lunell) R. Stuckey","","Brassicaceae","Rorippa palustris var. glabrata"
"ROPAH","","Rorippa palustris (L.) Besser ssp. hispida (Desv.) Jonsell","hispid yellowcress","Brassicaceae","Rorippa palustris ssp. hispida"
"ROPAH","RAHI3","Radicula hispida (Desv.) Britton","","Brassicaceae","Radicula hispida"
"ROPAH","ROHI2","Rorippa hispida (Desv.) Britton","","Brassicaceae","Rorippa hispida"
"ROPAH","ROISH2","Rorippa islandica (Oeder) Borbás var. hispida (Desv.) Butters & Abbe","","Brassicaceae","Rorippa islandica var. hispida"
"ROPAH","ROPAE2","Rorippa palustris (L.) Besser var. elongata R. Stuckey","","Brassicaceae","Rorippa palustris var. elongata"
"ROPAH","ROPAH2","Rorippa palustris (L.) Besser var. hispida (Desv.) Rydb.","","Brassicaceae","Rorippa palustris var. hispida"
"ROPAO","","Rorippa palustris (L.) Besser ssp. occidentalis (S. Watson) Abrams","western bog yellowcress","Brassicaceae","Rorippa palustris ssp. occidentalis"
"ROPAO","ROISO2","Rorippa islandica (Oeder) Borbás var. occidentalis (S. Watson) Butters & Abbe","","Brassicaceae","Rorippa islandica var. occidentalis"
"ROPAO","ROPAC4","Rorippa palustris (L.) Besser var. clavata (Rydb.) R. Stuckey","","Brassicaceae","Rorippa palustris var. clavata"
"ROPAO","ROPAO2","Rorippa palustris (L.) Besser var. occidentalis (S. Watson) Rollins","","Brassicaceae","Rorippa palustris var. occidentalis"
"ROPI2","","Rosa pisocarpa A. Gray","swamp rose","Rosaceae","Rosa pisocarpa"
"ROPI2","ROPIR","Rosa pisocarpa A. Gray var. rivalis (Eastw.) Jeps.","","Rosaceae","Rosa pisocarpa var. rivalis"
"ROPI2","RORI","Rosa rivalis Eastw.","","Rosaceae","Rosa rivalis"
"ROPIP","","Rosa pisocarpa A. Gray ssp. pisocarpa","cluster rose","Rosaceae","Rosa pisocarpa ssp. pisocarpa"
"ROPS","","Robinia pseudoacacia L.","black locust","Fabaceae","Robinia pseudoacacia"
